利用日付,利用時間,利用曜日,利用者ID,利用者名,身分,部局,連携用コード,学年,利用装置,判定結果
2016/06/01,11:49:42,水曜日,,,学生,法学部,,1,入館ゲート2,許可
2016/06/01,11:49:48,水曜日,,,学生,法学部,,3,入館ゲート1,許可
2016/06/01,11:50:54,水曜日,,,学生,理学部,,2,入館ゲート2,許可
2016/06/01,11:51:15,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,11:52:10,水曜日,,,学生,文学部,,4,入館ゲート1,許可
2016/06/01,11:52:26,水曜日,,,学生,法学部,,3,入館ゲート2,許可
2016/06/01,11:52:27,水曜日,,,学生,文学部,,4,入館ゲート1,許可
2016/06/01,11:52:49,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,11:53:07,水曜日,,,学生,経済学部,,4,入館ゲート1,許可
2016/06/01,11:53:39,水曜日,,,学生,法学部,,3,入館ゲート1,許可
2016/06/01,11:53:56,水曜日,,,学生,経済学部,,4,入館ゲート1,許可
2016/06/01,11:54:14,水曜日,,,学生,法学部,,4,入館ゲート2,許可
2016/06/01,11:54:24,水曜日,,,大学院生,生命科学,,M2,入館ゲート2,許可
2016/06/01,11:55:52,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,11:56:05,水曜日,,,学生,文学部,,3,入館ゲート2,許可
2016/06/01,11:56:07,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,11:56:08,水曜日,,,学生,法学部,,4,入館ゲート2,許可
2016/06/01,11:56:10,水曜日,,,大学院生,文学部,,,入館ゲート1,許可
2016/06/01,11:56:13,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,11:56:27,水曜日,,,学生,経済学部,,1,入館ゲート2,許可
2016/06/01,11:56:56,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,11:57:01,水曜日,,,学生,法学部,,4,入館ゲート1,許可
2016/06/01,11:57:30,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,11:57:35,水曜日,,,大学院生,工学部,,M2,入館ゲート1,許可
2016/06/01,11:57:49,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,11:57:49,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,11:57:52,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,11:57:53,水曜日,,,学生,文学部,,,入館ゲート1,許可
2016/06/01,11:57:55,水曜日,,,学生,経済学部,,2,入館ゲート2,許可
2016/06/01,11:57:57,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,11:58:11,水曜日,,,学生,教育学部,,1,入館ゲート2,許可
2016/06/01,11:58:12,水曜日,,,学生,法学部,,1,入館ゲート1,許可
2016/06/01,11:58:15,水曜日,,,学生,工学部,,3,入館ゲート2,許可
2016/06/01,11:58:19,水曜日,,,学生,文学部,入館可,4,入館ゲート2,許可
2016/06/01,11:58:28,水曜日,,,大学院生,文学部,,M2,入館ゲート1,許可
2016/06/01,11:58:35,水曜日,,,学生,教育学部,,4,入館ゲート1,許可
2016/06/01,11:59:09,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,11:59:11,水曜日,,,学生,教育学部,,3,入館ゲート1,許可
2016/06/01,11:59:13,水曜日,,,学生,経済学部,,2,入館ゲート2,許可
2016/06/01,11:59:29,水曜日,,,学生,文学部,入館可,1,入館ゲート2,許可
2016/06/01,11:59:37,水曜日,,,学生,文学部,,2,入館ゲート2,許可
2016/06/01,11:59:41,水曜日,,,学生,薬学部,,2,入館ゲート1,許可
2016/06/01,11:59:41,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,11:59:44,水曜日,,,学生,医学部,,1,入館ゲート1,許可
2016/06/01,11:59:52,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,12:00:00,水曜日,,,学生,薬学部,,2,入館ゲート1,許可
2016/06/01,12:00:11,水曜日,,,学生,文学部,,2,入館ゲート1,許可
2016/06/01,12:00:20,水曜日,,,学生,工学部,,3,入館ゲート1,許可
2016/06/01,12:00:40,水曜日,,,学生,文学部,入館可,4,入館ゲート2,許可
2016/06/01,12:01:14,水曜日,,,学生,文学部,,2,入館ゲート2,許可
2016/06/01,12:01:16,水曜日,,,学生,文学部,,2,入館ゲート1,許可
2016/06/01,12:01:18,水曜日,,,学生,理学部,,2,入館ゲート2,許可
2016/06/01,12:01:34,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,12:01:42,水曜日,,,学生,経済学部,,4,入館ゲート2,許可
2016/06/01,12:01:55,水曜日,,,学生,法学部,,4,入館ゲート1,許可
2016/06/01,12:02:05,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:02:07,水曜日,,,学生,法学部,,3,入館ゲート2,許可
2016/06/01,12:02:11,水曜日,,,学生,文学部,,3,入館ゲート1,許可
2016/06/01,12:02:17,水曜日,,,学生,経済学部,,4,入館ゲート2,許可
2016/06/01,12:02:27,水曜日,,,学生,教育学部,入館可,4,入館ゲート2,許可
2016/06/01,12:02:36,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:02:39,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,12:02:47,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,12:02:56,水曜日,,,学生,薬学部,,2,入館ゲート1,許可
2016/06/01,12:02:56,水曜日,,,学生,薬学部,,2,入館ゲート2,許可
2016/06/01,12:03:00,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:03:00,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,12:03:03,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,12:03:04,水曜日,,,学生,法学部,,3,入館ゲート2,許可
2016/06/01,12:03:07,水曜日,,,学生,法学部,,3,入館ゲート2,許可
2016/06/01,12:03:08,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,12:03:11,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,12:03:14,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,12:03:22,水曜日,,,学生,経済学部,,1,入館ゲート2,許可
2016/06/01,12:03:33,水曜日,,,大学院生,法学部,,M1,入館ゲート2,許可
2016/06/01,12:04:08,水曜日,,,学生,経済学部,,1,入館ゲート2,許可
2016/06/01,12:04:12,水曜日,,,学生,法学部,,2,入館ゲート1,許可
2016/06/01,12:04:17,水曜日,,,学生,法学部,,2,入館ゲート1,許可
2016/06/01,12:04:30,水曜日,,,学生,農学部,,2,入館ゲート1,許可
2016/06/01,12:04:30,水曜日,,,学生,文学部,,2,入館ゲート2,許可
2016/06/01,12:04:33,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,12:04:34,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,12:04:41,水曜日,,,学生,教育学部,,2,入館ゲート2,許可
2016/06/01,12:04:44,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,12:04:45,水曜日,,,学生,法学部,入館可,3,入館ゲート2,許可
2016/06/01,12:04:50,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:04:50,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,12:04:55,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,12:05:02,水曜日,,,大学院生,経済学部,,M1,入館ゲート2,許可
2016/06/01,12:05:03,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,12:05:07,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,12:05:09,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,12:05:19,水曜日,,,学生,法学部,,2,入館ゲート1,許可
2016/06/01,12:05:27,水曜日,,,学生,法学部,入館可,2,入館ゲート2,許可
2016/06/01,12:05:36,水曜日,,,学生,法学部,,2,入館ゲート2,許可
2016/06/01,12:05:40,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,12:05:40,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,12:06:08,水曜日,,,大学院生,国際文化,,M1,入館ゲート1,許可
2016/06/01,12:06:09,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,12:06:11,水曜日,,,学生,法学部,,2,入館ゲート2,許可
2016/06/01,12:06:13,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,12:06:15,水曜日,,,学生,農学部,,2,入館ゲート1,許可
2016/06/01,12:06:15,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,12:06:18,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:06:21,水曜日,,,学生,農学部,,2,入館ゲート2,許可
2016/06/01,12:06:22,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:06:24,水曜日,,,学生,経済学部,,4,入館ゲート2,許可
2016/06/01,12:06:25,水曜日,,,大学院生,医工学,,D3,入館ゲート1,許可
2016/06/01,12:06:27,水曜日,,,学生,文学部,,,入館ゲート2,許可
2016/06/01,12:06:33,水曜日,,,学生,農学部,入館可,2,入館ゲート1,許可
2016/06/01,12:06:38,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,12:06:45,水曜日,,,学生,歯学部,,1,入館ゲート1,許可
2016/06/01,12:06:48,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,12:06:48,水曜日,,,学生,歯学部,,1,入館ゲート2,許可
2016/06/01,12:07:04,水曜日,,,学生,教育学部,入館可,3,入館ゲート1,許可
2016/06/01,12:07:10,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,12:07:14,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,12:07:34,水曜日,,,学生,経済学部,,4,入館ゲート2,許可
2016/06/01,12:07:45,水曜日,,,学生,法学部,,3,入館ゲート2,許可
2016/06/01,12:07:50,水曜日,,,学生,工学部,,3,入館ゲート2,許可
2016/06/01,12:07:53,水曜日,,,学生,法学部,,2,入館ゲート2,許可
2016/06/01,12:07:55,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,12:07:56,水曜日,,,学生,農学部,,2,入館ゲート2,許可
2016/06/01,12:07:59,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,12:07:59,水曜日,,,学生,経済学部,,4,入館ゲート2,許可
2016/06/01,12:08:03,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,12:08:05,水曜日,,,大学院生,教育情報学,,M2,入館ゲート2,許可
2016/06/01,12:08:08,水曜日,,,学生,理学部,入館可,1,入館ゲート2,許可
2016/06/01,12:08:11,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,12:08:11,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,12:08:13,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,12:08:14,水曜日,,,大学院生,情報科学,,D2,入館ゲート2,許可
2016/06/01,12:08:18,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:08:18,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,12:08:20,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,12:08:48,水曜日,,,学生,理学部,,2,入館ゲート2,許可
2016/06/01,12:08:50,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,12:08:58,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,12:09:07,水曜日,,,学生,法学部,,3,入館ゲート1,許可
2016/06/01,12:09:24,水曜日,,,学生,法学部,,3,入館ゲート1,許可
2016/06/01,12:09:25,水曜日,,,学生,法学部,入館可,3,入館ゲート2,許可
2016/06/01,12:09:28,水曜日,,,学生,理学部,入館可,2,入館ゲート2,許可
2016/06/01,12:09:31,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,12:09:32,水曜日,,,学生,経済学部,,1,入館ゲート1,許可
2016/06/01,12:09:36,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,12:09:37,水曜日,,,学生,経済学部,,4,入館ゲート2,許可
2016/06/01,12:09:41,水曜日,,,学生,法学部,,,入館ゲート1,許可
2016/06/01,12:09:45,水曜日,,,学生,理学部,入館可,2,入館ゲート1,許可
2016/06/01,12:09:45,水曜日,,,学生,文学部,,,入館ゲート2,許可
2016/06/01,12:09:50,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,12:10:04,水曜日,,,学生,文学部,入館可,3,入館ゲート2,許可
2016/06/01,12:10:10,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,12:10:10,水曜日,,,大学院生,理学部,,M2,入館ゲート2,許可
2016/06/01,12:10:13,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,12:10:24,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:10:26,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,12:10:31,水曜日,,,学生,経済学部,,4,入館ゲート1,許可
2016/06/01,12:10:31,水曜日,,,大学院生,環境科学,,D3,入館ゲート2,許可
2016/06/01,12:10:41,水曜日,,,学生,法学部,,3,入館ゲート2,許可
2016/06/01,12:10:43,水曜日,,,学生,法学部,,3,入館ゲート1,許可
2016/06/01,12:11:06,水曜日,,,学生,経済学部,,1,入館ゲート2,許可
2016/06/01,12:11:19,水曜日,,,学生,教育学部,,3,入館ゲート2,許可
2016/06/01,12:11:22,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,12:11:24,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,12:11:25,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,12:11:27,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,12:11:29,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,12:11:37,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,12:11:41,水曜日,,,学生,法学部,,3,入館ゲート2,許可
2016/06/01,12:11:56,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,12:11:57,水曜日,,,学生,工学部,,3,入館ゲート2,許可
2016/06/01,12:12:05,水曜日,,,学生,理学部,,3,入館ゲート2,許可
2016/06/01,12:12:11,水曜日,,,学生,文学部,,3,入館ゲート1,許可
2016/06/01,12:12:17,水曜日,,,学生,法学部,,3,入館ゲート1,許可
2016/06/01,12:12:34,水曜日,,,学生,文学部,,3,入館ゲート2,許可
2016/06/01,12:12:50,水曜日,,,学生,理学部,入館可,2,入館ゲート1,許可
2016/06/01,12:12:56,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:13:00,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:13:02,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,12:13:03,水曜日,,,学生,法学部,,1,入館ゲート1,許可
2016/06/01,12:13:08,水曜日,,,学生,薬学部,入館可,2,入館ゲート1,許可
2016/06/01,12:13:10,水曜日,,,学生,教育学部,入館可,3,入館ゲート2,許可
2016/06/01,12:13:12,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,12:13:37,水曜日,,,学生,法学部,,2,入館ゲート1,許可
2016/06/01,12:13:38,水曜日,,,学生,農学部,,2,入館ゲート2,許可
2016/06/01,12:13:41,水曜日,,,学生,経済学部,,4,入館ゲート2,許可
2016/06/01,12:13:42,水曜日,,,学生,法学部,,4,入館ゲート1,許可
2016/06/01,12:13:53,水曜日,,,学生,薬学部,,1,入館ゲート1,許可
2016/06/01,12:14:05,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,12:14:23,水曜日,,,学生,文学部,,4,入館ゲート1,許可
2016/06/01,12:14:26,水曜日,,,学生,文学部,,2,入館ゲート2,許可
2016/06/01,12:14:30,水曜日,,,学生,工学部,,3,入館ゲート1,許可
2016/06/01,12:14:38,水曜日,,,大学院生,文学部,,M2,入館ゲート2,許可
2016/06/01,12:14:41,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,12:14:53,水曜日,,,学生,法学部,,4,入館ゲート2,許可
2016/06/01,12:14:56,水曜日,,,学生,法学部,,4,入館ゲート1,許可
2016/06/01,12:14:59,水曜日,,,大学院生,経済学部,,M1,入館ゲート2,許可
2016/06/01,12:15:53,水曜日,,,学生,法学部,,3,入館ゲート1,許可
2016/06/01,12:15:56,水曜日,,,学生,工学部,入館可,2,入館ゲート2,許可
2016/06/01,12:16:02,水曜日,,,学生,文学部,,2,入館ゲート1,許可
2016/06/01,12:16:21,水曜日,,,学生,文学部,入館可,2,入館ゲート2,許可
2016/06/01,12:16:22,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,12:16:30,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,12:16:32,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:16:32,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,12:16:33,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,12:16:34,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:16:35,水曜日,,,学生,法学部,,1,入館ゲート1,許可
2016/06/01,12:17:04,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,12:17:28,水曜日,,,学生,教育学部,,3,入館ゲート2,許可
2016/06/01,12:18:11,水曜日,,,学生,法学部,,4,入館ゲート2,許可
2016/06/01,12:18:14,水曜日,,,学生,法学部,,4,入館ゲート1,許可
2016/06/01,12:18:15,水曜日,,,学生,文学部,,3,入館ゲート2,許可
2016/06/01,12:18:21,水曜日,,,大学院生,教育学部,,M1,入館ゲート1,許可
2016/06/01,12:18:43,水曜日,,,学生,文学部,,4,入館ゲート1,許可
2016/06/01,12:18:51,水曜日,,,学生,経済学部,,2,入館ゲート2,許可
2016/06/01,12:19:09,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:19:21,水曜日,,,学生,経済学部,,4,入館ゲート1,許可
2016/06/01,12:19:43,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:20:13,水曜日,,,学生,経済学部,,,入館ゲート1,許可
2016/06/01,12:20:23,水曜日,,,学生,法学部,,4,入館ゲート1,許可
2016/06/01,12:20:33,水曜日,,,学生,経済学部,,,入館ゲート1,許可
2016/06/01,12:20:41,水曜日,,,学生,文学部,,2,入館ゲート1,許可
2016/06/01,12:20:52,水曜日,,,学生,農学部,,2,入館ゲート2,許可
2016/06/01,12:21:01,水曜日,,,学生,文学部,,3,入館ゲート2,許可
2016/06/01,12:21:15,水曜日,,,学生,理学部,入館可,2,入館ゲート1,許可
2016/06/01,12:21:16,水曜日,,,学生,理学部,,2,入館ゲート2,許可
2016/06/01,12:21:24,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,12:21:50,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,12:21:56,水曜日,,,学生,法学部,,4,入館ゲート1,許可
2016/06/01,12:21:59,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,12:22:06,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,12:22:53,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,12:22:58,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:23:00,水曜日,,,学生,文学部,入館可,4,入館ゲート2,許可
2016/06/01,12:23:04,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:23:11,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,12:23:15,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:23:16,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,12:23:20,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:23:28,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,12:24:20,水曜日,,,学生,文学部,,,入館ゲート1,許可
2016/06/01,12:24:25,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:24:32,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:24:38,水曜日,,,学生,経済学部,,1,入館ゲート1,許可
2016/06/01,12:24:48,水曜日,,,学生,文学部,,2,入館ゲート2,許可
2016/06/01,12:25:21,水曜日,,,学生,法学部,,,入館ゲート1,許可
2016/06/01,12:25:55,水曜日,,,大学院生,経済学部,,,入館ゲート1,許可
2016/06/01,12:25:57,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,12:26:28,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,12:26:56,水曜日,,,学生,経済学部,,,入館ゲート1,許可
2016/06/01,12:27:22,水曜日,,,学生,経済学部,,1,入館ゲート1,許可
2016/06/01,12:28:05,水曜日,,,学生,薬学部,,2,入館ゲート1,許可
2016/06/01,12:28:06,水曜日,,,学生,薬学部,,2,入館ゲート2,許可
2016/06/01,12:28:08,水曜日,,,学生,文学部,,3,入館ゲート2,許可
2016/06/01,12:28:19,水曜日,,,学生,医学部,,1,入館ゲート1,許可
2016/06/01,12:28:27,水曜日,,,学生,教育学部,,3,入館ゲート1,許可
2016/06/01,12:28:29,水曜日,,,学生,農学部,,4,入館ゲート1,許可
2016/06/01,12:28:29,水曜日,,,学生,法学部,入館可,2,入館ゲート2,許可
2016/06/01,12:28:33,水曜日,,,大学院生,情報科学,,M2,入館ゲート1,許可
2016/06/01,12:28:35,水曜日,,,学生,法学部,,4,入館ゲート2,許可
2016/06/01,12:28:53,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,12:28:59,水曜日,,,大学院生,法学部,,M2,入館ゲート1,許可
2016/06/01,12:29:15,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,12:29:20,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:29:37,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,12:29:48,水曜日,,,学生,理学部,,1,入館ゲート2,許可
2016/06/01,12:30:16,水曜日,,,学生,法学部,,3,入館ゲート1,許可
2016/06/01,12:30:28,水曜日,,,学生,法学部,,2,入館ゲート1,許可
2016/06/01,12:30:39,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:30:53,水曜日,,,学生,文学部,,3,入館ゲート1,許可
2016/06/01,12:30:53,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,12:30:56,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,12:31:03,水曜日,,,学生,経済学部,,,入館ゲート2,許可
2016/06/01,12:31:08,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,12:31:08,水曜日,,,学生,理学部,,2,入館ゲート2,許可
2016/06/01,12:31:11,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,12:31:22,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:31:25,水曜日,,,学生,工学部,,4,入館ゲート2,許可
2016/06/01,12:31:28,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,12:31:34,水曜日,,,学生,理学部,,2,入館ゲート2,許可
2016/06/01,12:31:36,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,12:31:39,水曜日,,,学生,文学部,,3,入館ゲート1,許可
2016/06/01,12:31:42,水曜日,,,学生,文学部,,2,入館ゲート1,許可
2016/06/01,12:31:52,水曜日,,,学生,法学部,,4,入館ゲート1,許可
2016/06/01,12:31:52,水曜日,,,学生,理学部,,2,入館ゲート2,許可
2016/06/01,12:32:05,水曜日,,,学生,法学部,,2,入館ゲート2,許可
2016/06/01,12:32:29,水曜日,,,学生,文学部,,4,入館ゲート1,許可
2016/06/01,12:32:30,水曜日,,,学生,教育学部,入館可,2,入館ゲート2,許可
2016/06/01,12:32:41,水曜日,,,学生,経済学部,,1,入館ゲート2,許可
2016/06/01,12:32:47,水曜日,,,学生,文学部,入館可,3,入館ゲート1,許可
2016/06/01,12:32:51,水曜日,,,学生,理学部,,2,入館ゲート2,許可
2016/06/01,12:32:52,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,12:33:04,水曜日,,,学生,工学部,,3,入館ゲート1,許可
2016/06/01,12:33:06,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,12:33:19,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,12:33:24,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,12:33:36,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,12:34:00,水曜日,,,学生,文学部,入館可,2,入館ゲート1,許可
2016/06/01,12:34:08,水曜日,,,学生,文学部,入館可,4,入館ゲート1,許可
2016/06/01,12:34:10,水曜日,,,学生,理学部,,2,入館ゲート2,許可
2016/06/01,12:34:19,水曜日,,,学生,文学部,,2,入館ゲート2,許可
2016/06/01,12:34:21,水曜日,,,学生,教育学部,,3,入館ゲート1,許可
2016/06/01,12:34:28,水曜日,,,学生,文学部,,3,入館ゲート1,許可
2016/06/01,12:34:37,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,12:34:40,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,12:34:41,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,12:34:49,水曜日,,,学生,文学部,入館可,2,入館ゲート2,許可
2016/06/01,12:35:03,水曜日,,,学生,文学部,,,入館ゲート1,許可
2016/06/01,12:35:04,水曜日,,,大学院生,工学部,,M1,入館ゲート2,許可
2016/06/01,12:35:28,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,12:36:06,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,12:36:06,水曜日,,,学生,教育学部,入館可,3,入館ゲート2,許可
2016/06/01,12:36:11,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,12:36:38,水曜日,,,大学院生,経済学部,,,入館ゲート2,許可
2016/06/01,12:36:42,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,12:36:50,水曜日,,,学生,文学部,,3,入館ゲート1,許可
2016/06/01,12:36:53,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,12:36:54,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,12:36:55,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,12:37:03,水曜日,,,学生,文学部,,,入館ゲート2,許可
2016/06/01,12:37:20,水曜日,,,学生,文学部,入館可,3,入館ゲート1,許可
2016/06/01,12:38:11,水曜日,,,学生,経済学部,,,入館ゲート2,許可
2016/06/01,12:38:13,水曜日,,,学生,農学部,,2,入館ゲート1,許可
2016/06/01,12:38:18,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,12:38:25,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,12:39:21,水曜日,,,学生,文学部,入館可,,入館ゲート2,許可
2016/06/01,12:39:27,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,12:39:43,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,12:39:47,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,12:40:14,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,12:40:38,水曜日,,,大学院生,生命科学,,M1,入館ゲート2,許可
2016/06/01,12:41:06,水曜日,,,学生,法学部,,3,入館ゲート2,許可
2016/06/01,12:41:19,水曜日,,,大学院生,文学部,,,入館ゲート1,許可
2016/06/01,12:41:27,水曜日,,,学生,工学部,,1,入館ゲート2,許可
