利用日付,利用時間,利用曜日,利用者ID,利用者名,身分,部局,連携用コード,学年,利用装置,判定結果
2016/06/01,14:12:46,水曜日,,,学生,文学部,入館可,3,入館ゲート1,許可
2016/06/01,14:12:46,水曜日,,,学生,理学部,,2,入館ゲート2,許可
2016/06/01,14:12:56,水曜日,,,大学院生,文学部,,M2,入館ゲート2,許可
2016/06/01,14:12:59,水曜日,,,学生,文学部,,4,入館ゲート1,許可
2016/06/01,14:13:16,水曜日,,,学生,法学部,,3,入館ゲート1,許可
2016/06/01,14:13:49,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,14:13:53,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,14:14:30,水曜日,,,学生,文学部,,2,入館ゲート1,許可
2016/06/01,14:15:01,水曜日,,,大学院生,文学部,,D3,入館ゲート1,許可
2016/06/01,14:16:05,水曜日,,,学生,文学部,,4,入館ゲート2,許可
2016/06/01,14:16:06,水曜日,,,学生,法学部,入館可,3,入館ゲート1,許可
2016/06/01,14:16:13,水曜日,,,学生,文学部,,2,入館ゲート1,許可
2016/06/01,14:16:35,水曜日,,,学生,文学部,入館可,4,入館ゲート1,許可
2016/06/01,14:16:56,水曜日,,,学生,文学部,,4,入館ゲート2,許可
2016/06/01,14:17:14,水曜日,,,学生,法学部,,3,入館ゲート2,許可
2016/06/01,14:17:15,水曜日,,,学生,文学部,入館可,3,入館ゲート1,許可
2016/06/01,14:17:17,水曜日,,,学生,経済学部,,2,入館ゲート2,許可
2016/06/01,14:17:18,水曜日,,,学生,経済学部,入館可,2,入館ゲート1,許可
2016/06/01,14:17:38,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,14:17:41,水曜日,,,学生,文学部,,2,入館ゲート2,許可
2016/06/01,14:17:56,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,14:18:01,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,14:18:02,水曜日,,,大学院生,法学部,,M1,入館ゲート2,許可
2016/06/01,14:18:03,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,14:18:05,水曜日,,,学生,教育学部,,3,入館ゲート2,許可
2016/06/01,14:18:06,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,14:18:09,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,14:18:17,水曜日,,,大学院生,文学部,,M1,入館ゲート1,許可
2016/06/01,14:18:35,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,14:18:35,水曜日,,,大学院生,医学部,,M1,入館ゲート2,許可
2016/06/01,14:18:40,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,14:18:41,水曜日,,,学生,法学部,,2,入館ゲート2,許可
2016/06/01,14:18:52,水曜日,,,大学院生,文学部,,M2,入館ゲート2,許可
2016/06/01,14:19:17,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,14:19:23,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,14:19:26,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,14:19:35,水曜日,,,学生,工学部,,3,入館ゲート1,許可
2016/06/01,14:19:37,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,14:19:38,水曜日,,,学生,文学部,,2,入館ゲート2,許可
2016/06/01,14:19:41,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,14:19:53,水曜日,,,学生,法学部,,3,入館ゲート2,許可
2016/06/01,14:19:58,水曜日,,,学生,文学部,,4,入館ゲート1,許可
2016/06/01,14:20:16,水曜日,,,学生,法学部,,4,入館ゲート2,許可
2016/06/01,14:20:22,水曜日,,,学生,法学部,,3,入館ゲート2,許可
2016/06/01,14:20:27,水曜日,,,学生,経済学部,,2,入館ゲート2,許可
2016/06/01,14:20:31,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,14:20:35,水曜日,,,学生,文学部,,,入館ゲート2,許可
2016/06/01,14:20:43,水曜日,,,学生,経済学部,入館可,2,入館ゲート1,許可
2016/06/01,14:20:59,水曜日,,,学生,経済学部,,,入館ゲート2,許可
2016/06/01,14:21:01,水曜日,,,学生,経済学部,,,入館ゲート1,許可
2016/06/01,14:21:03,水曜日,,,学生,理学部,入館可,1,入館ゲート1,許可
2016/06/01,14:21:07,水曜日,,,学生,経済学部,,,入館ゲート2,許可
2016/06/01,14:21:11,水曜日,,,学生,理学部,,1,入館ゲート2,許可
2016/06/01,14:21:28,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,14:21:32,水曜日,,,学生,経済学部,,4,入館ゲート1,許可
2016/06/01,14:21:32,水曜日,,,大学院生,経済学部,,D3,入館ゲート2,許可
2016/06/01,14:21:43,水曜日,,,学生,経済学部,入館可,2,入館ゲート1,許可
2016/06/01,14:21:43,水曜日,,,学生,経済学部,,2,入館ゲート2,許可
2016/06/01,14:21:46,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,14:21:48,水曜日,,,学生,経済学部,,2,入館ゲート2,許可
2016/06/01,14:21:52,水曜日,,,学生,経済学部,,2,入館ゲート2,許可
2016/06/01,14:22:02,水曜日,,,学生,文学部,,3,入館ゲート1,許可
2016/06/01,14:22:02,水曜日,,,学生,文学部,,3,入館ゲート2,許可
2016/06/01,14:22:06,水曜日,,,学生,経済学部,,4,入館ゲート1,許可
2016/06/01,14:22:07,水曜日,,,学生,経済学部,,2,入館ゲート2,許可
2016/06/01,14:22:12,水曜日,,,学生,経済学部,,2,入館ゲート2,許可
2016/06/01,14:22:16,水曜日,,,大学院生,農学部,,M2,入館ゲート1,許可
2016/06/01,14:22:29,水曜日,,,大学院生,法学部,,M2,入館ゲート2,許可
2016/06/01,14:22:50,水曜日,,,学生,文学部,,3,入館ゲート2,許可
2016/06/01,14:23:42,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,14:24:04,水曜日,,,学生,法学部,,4,入館ゲート1,許可
2016/06/01,14:24:07,水曜日,,,大学院生,工学部,,M2,入館ゲート2,許可
2016/06/01,14:24:20,水曜日,,,学生,経済学部,,4,入館ゲート1,許可
2016/06/01,14:24:34,水曜日,,,大学院生,工学部,,M2,入館ゲート1,許可
2016/06/01,14:25:15,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,14:25:20,水曜日,,,学生,法学部,,3,入館ゲート1,許可
2016/06/01,14:25:21,水曜日,,,学生,法学部,,2,入館ゲート2,許可
2016/06/01,14:25:40,水曜日,,,学生,教育学部,入館可,4,入館ゲート2,許可
2016/06/01,14:25:59,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,14:26:03,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,14:26:06,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,14:26:12,水曜日,,,学生,工学部,,3,入館ゲート2,許可
2016/06/01,14:27:10,水曜日,,,学生,経済学部,入館可,2,入館ゲート1,許可
2016/06/01,14:27:16,水曜日,,,学生,法学部,入館可,2,入館ゲート1,許可
2016/06/01,14:27:26,水曜日,,,学生,経済学部,入館可,2,入館ゲート2,許可
2016/06/01,14:27:37,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,14:27:44,水曜日,,,学生,文学部,,3,入館ゲート2,許可
2016/06/01,14:27:59,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,14:28:12,水曜日,,,学生,理学部,,1,入館ゲート2,許可
2016/06/01,14:28:16,水曜日,,,学生,理学部,,1,入館ゲート2,許可
2016/06/01,14:28:17,水曜日,,,学生,文学部,,2,入館ゲート1,許可
2016/06/01,14:28:25,水曜日,,,学生,法学部,,4,入館ゲート2,許可
2016/06/01,14:28:32,水曜日,,,学生,経済学部,,1,入館ゲート2,許可
2016/06/01,14:28:52,水曜日,,,学生,経済学部,,2,入館ゲート2,許可
2016/06/01,14:28:55,水曜日,,,大学院生,法学部,,M1,入館ゲート1,許可
2016/06/01,14:28:59,水曜日,,,学生,経済学部,入館可,2,入館ゲート2,許可
2016/06/01,14:29:10,水曜日,,,学生,工学部,,3,入館ゲート2,許可
2016/06/01,14:29:33,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,14:29:44,水曜日,,,学生,経済学部,,,入館ゲート1,許可
2016/06/01,14:29:47,水曜日,,,学生,理学部,,1,入館ゲート2,許可
2016/06/01,14:30:08,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,14:30:53,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,14:31:16,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,14:31:19,水曜日,,,学生,理学部,,4,入館ゲート2,許可
2016/06/01,14:31:35,水曜日,,,大学院生,生命科学,,M2,入館ゲート2,許可
2016/06/01,14:31:41,水曜日,,,学生,教育学部,,3,入館ゲート2,許可
2016/06/01,14:32:02,水曜日,,,学生,法学部,,2,入館ゲート1,許可
2016/06/01,14:32:05,水曜日,,,大学院生,文学部,,M1,入館ゲート1,許可
2016/06/01,14:32:06,水曜日,,,学生,環境科学,入館可,,入館ゲート2,許可
2016/06/01,14:32:12,水曜日,,,学生,文学部,,2,入館ゲート1,許可
2016/06/01,14:32:25,水曜日,,,学生,文学部,,3,入館ゲート1,許可
2016/06/01,14:32:38,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,14:32:38,水曜日,,,学生,理学部,,1,入館ゲート2,許可
2016/06/01,14:32:44,水曜日,,,学生,経済学部,,1,入館ゲート2,許可
2016/06/01,14:32:47,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,14:32:52,水曜日,,,大学院生,情報科学,,,入館ゲート1,許可
2016/06/01,14:33:07,水曜日,,,学生,法学部,,3,入館ゲート2,許可
2016/06/01,14:33:09,水曜日,,,学生,法学部,,1,入館ゲート1,許可
2016/06/01,14:33:10,水曜日,,,学生,理学部,,1,入館ゲート2,許可
2016/06/01,14:33:20,水曜日,,,学生,経済学部,,1,入館ゲート2,許可
2016/06/01,14:33:35,水曜日,,,大学院生,情報科学,,M1,入館ゲート2,許可
2016/06/01,14:33:56,水曜日,,,大学院生,情報科学,,M1,入館ゲート2,許可
2016/06/01,14:34:01,水曜日,,,学生,法学部,入館可,4,入館ゲート1,許可
2016/06/01,14:34:01,水曜日,,,学生,法学部,入館可,3,入館ゲート2,許可
2016/06/01,14:34:19,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,14:34:25,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,14:34:29,水曜日,,,学生,文学部,入館可,2,入館ゲート1,許可
2016/06/01,14:34:42,水曜日,,,学生,法学部,,2,入館ゲート2,許可
2016/06/01,14:34:44,水曜日,,,学生,法学部,,2,入館ゲート1,許可
2016/06/01,14:34:46,水曜日,,,学生,文学部,入館可,3,入館ゲート2,許可
2016/06/01,14:34:52,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,14:34:54,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,14:34:58,水曜日,,,大学院生,医学部,,M2,入館ゲート2,許可
2016/06/01,14:35:01,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,14:35:09,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,14:35:18,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,14:35:18,水曜日,,,学生,経済学部,入館可,2,入館ゲート2,許可
2016/06/01,14:35:28,水曜日,,,学生,文学部,,2,入館ゲート2,許可
2016/06/01,14:35:30,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,14:35:36,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,14:35:56,水曜日,,,学生,法学部,入館可,3,入館ゲート1,許可
2016/06/01,14:35:56,水曜日,,,学生,文学部,入館可,3,入館ゲート2,許可
2016/06/01,14:35:59,水曜日,,,学生,教育学部,,2,入館ゲート1,許可
2016/06/01,14:36:04,水曜日,,,学生,文学部,入館可,,入館ゲート1,許可
2016/06/01,14:36:18,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,14:36:18,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,14:36:22,水曜日,,,大学院生,経済学部,,,入館ゲート1,許可
2016/06/01,14:36:24,水曜日,,,学生,文学部,入館可,3,入館ゲート2,許可
2016/06/01,14:36:25,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,14:36:28,水曜日,,,学生,工学部,,3,入館ゲート2,許可
2016/06/01,14:36:30,水曜日,,,学生,法学部,,2,入館ゲート1,許可
2016/06/01,14:36:31,水曜日,,,大学院生,法学部,,M1,入館ゲート2,許可
2016/06/01,14:36:35,水曜日,,,学生,文学部,,,入館ゲート1,許可
2016/06/01,14:36:36,水曜日,,,学生,経済学部,,1,入館ゲート2,許可
2016/06/01,14:36:39,水曜日,,,学生,文学部,入館可,3,入館ゲート1,許可
2016/06/01,14:36:41,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,14:36:44,水曜日,,,学生,文学部,入館可,1,入館ゲート2,許可
2016/06/01,14:37:09,水曜日,,,学生,文学部,,3,入館ゲート1,許可
2016/06/01,14:37:18,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,14:37:39,水曜日,,,学生,経済学部,,4,入館ゲート2,許可
2016/06/01,14:37:41,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,14:37:46,水曜日,,,学生,文学部,入館可,2,入館ゲート2,許可
2016/06/01,14:37:58,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,14:37:59,水曜日,,,学生,工学部,,,入館ゲート2,許可
2016/06/01,14:38:03,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,14:38:05,水曜日,,,学生,医学部,,1,入館ゲート1,許可
2016/06/01,14:38:06,水曜日,,,学生,法学部,,3,入館ゲート2,許可
2016/06/01,14:38:09,水曜日,,,大学院生,経済学部,,D3,入館ゲート1,許可
2016/06/01,14:38:12,水曜日,,,学生,経済学部,,,入館ゲート1,許可
2016/06/01,14:38:18,水曜日,,,学生,法学部,,1,入館ゲート1,許可
2016/06/01,14:38:21,水曜日,,,学生,法学部,,3,入館ゲート2,許可
2016/06/01,14:38:22,水曜日,,,学生,経済学部,,1,入館ゲート1,許可
2016/06/01,14:38:24,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,14:38:25,水曜日,,,学生,経済学部,,,入館ゲート1,許可
2016/06/01,14:38:35,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,14:38:39,水曜日,,,学生,法学部,,1,入館ゲート2,許可
2016/06/01,14:39:15,水曜日,,,学生,文学部,,3,入館ゲート2,許可
2016/06/01,14:39:22,水曜日,,,学生,工学部,,3,入館ゲート1,許可
2016/06/01,14:39:22,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,14:39:29,水曜日,,,学生,文学部,,,入館ゲート1,許可
2016/06/01,14:39:39,水曜日,,,学生,文学部,入館可,3,入館ゲート1,許可
2016/06/01,14:39:40,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,14:39:41,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,14:39:42,水曜日,,,学生,経済学部,,2,入館ゲート2,許可
2016/06/01,14:39:45,水曜日,,,学生,理学部,,1,入館ゲート2,許可
2016/06/01,14:39:46,水曜日,,,学生,文学部,入館可,2,入館ゲート1,許可
2016/06/01,14:39:50,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,14:39:53,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,14:39:58,水曜日,,,学生,文学部,,2,入館ゲート1,許可
2016/06/01,14:40:01,水曜日,,,学生,経済学部,,,入館ゲート2,許可
2016/06/01,14:40:02,水曜日,,,学生,文学部,,,入館ゲート1,許可
2016/06/01,14:40:14,水曜日,,,学生,文学部,,3,入館ゲート2,許可
2016/06/01,14:40:19,水曜日,,,学生,法学部,入館可,1,入館ゲート1,許可
2016/06/01,14:40:19,水曜日,,,学生,文学部,,3,入館ゲート2,許可
2016/06/01,14:40:23,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,14:40:47,水曜日,,,学生,文学部,,,入館ゲート2,許可
2016/06/01,14:41:08,水曜日,,,学生,経済学部,,,入館ゲート1,許可
2016/06/01,14:41:11,水曜日,,,学生,教育学部,,3,入館ゲート1,許可
2016/06/01,14:41:18,水曜日,,,学生,文学部,,,入館ゲート2,許可
2016/06/01,14:41:21,水曜日,,,学生,経済学部,,,入館ゲート1,許可
2016/06/01,14:41:29,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,14:41:29,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,14:41:32,水曜日,,,学生,経済学部,,4,入館ゲート1,許可
2016/06/01,14:41:33,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,14:41:41,水曜日,,,学生,法学部,,,入館ゲート2,許可
2016/06/01,14:41:51,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,14:41:54,水曜日,,,学生,法学部,入館可,1,入館ゲート2,許可
2016/06/01,14:42:00,水曜日,,,学生,法学部,,2,入館ゲート1,許可
2016/06/01,14:42:34,水曜日,,,学生,経済学部,,4,入館ゲート1,許可
2016/06/01,14:43:05,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,14:43:17,水曜日,,,学生,理学部,入館可,1,入館ゲート1,許可
2016/06/01,14:43:20,水曜日,,,大学院生,文学部,,D3,入館ゲート1,許可
2016/06/01,14:43:22,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,14:43:27,水曜日,,,学生,経済学部,,,入館ゲート2,許可
2016/06/01,14:43:34,水曜日,,,学生,経済学部,,2,入館ゲート2,許可
2016/06/01,14:43:45,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,14:43:54,水曜日,,,学生,工学部,入館可,2,入館ゲート1,許可
2016/06/01,14:43:59,水曜日,,,学生,工学部,,3,入館ゲート1,許可
2016/06/01,14:44:16,水曜日,,,学生,経済学部,,,入館ゲート1,許可
2016/06/01,14:44:22,水曜日,,,学生,経済学部,,1,入館ゲート2,許可
2016/06/01,14:44:28,水曜日,,,学生,理学部,,4,入館ゲート2,許可
2016/06/01,14:44:31,水曜日,,,大学院生,文学部,,D2,入館ゲート2,許可
2016/06/01,14:44:41,水曜日,,,学生,経済学部,,2,入館ゲート2,許可
2016/06/01,14:44:44,水曜日,,,学生,薬学部,,2,入館ゲート1,許可
2016/06/01,14:44:48,水曜日,,,学生,経済学部,入館可,4,入館ゲート1,許可
2016/06/01,14:44:53,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,14:45:20,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,14:45:20,水曜日,,,学生,法学部,,2,入館ゲート2,許可
2016/06/01,14:45:57,水曜日,,,学生,農学部,,3,入館ゲート1,許可
2016/06/01,14:46:00,水曜日,,,学生,法学部,入館可,3,入館ゲート1,許可
2016/06/01,14:46:13,水曜日,,,学生,経済学部,,,入館ゲート1,許可
2016/06/01,14:46:23,水曜日,,,大学院生,情報科学,,M2,入館ゲート2,許可
2016/06/01,14:46:30,水曜日,,,学生,工学部,,3,入館ゲート1,許可
2016/06/01,14:46:34,水曜日,,,学生,経済学部,,1,入館ゲート2,許可
2016/06/01,14:46:47,水曜日,,,学生,法学部,,3,入館ゲート1,許可
2016/06/01,14:46:52,水曜日,,,学生,農学部,,4,入館ゲート1,許可
2016/06/01,14:47:06,水曜日,,,学生,文学部,入館可,4,入館ゲート2,許可
2016/06/01,14:47:53,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,14:48:02,水曜日,,,学生,理学部,,1,入館ゲート2,許可
2016/06/01,14:48:25,水曜日,,,学生,経済学部,,1,入館ゲート2,許可
2016/06/01,14:48:45,水曜日,,,大学院生,法学部,,M1,入館ゲート2,許可
2016/06/01,14:49:19,水曜日,,,学生,法学部,,4,入館ゲート1,許可
2016/06/01,14:49:19,水曜日,,,学生,法学部,,4,入館ゲート2,許可
2016/06/01,14:49:23,水曜日,,,学生,文学部,,3,入館ゲート2,許可
2016/06/01,14:49:24,水曜日,,,大学院生,国際文化,,M1,入館ゲート1,許可
2016/06/01,14:49:40,水曜日,,,大学院生,経済学部,,M1,入館ゲート2,許可
2016/06/01,14:50:12,水曜日,,,学生,経済学部,,1,入館ゲート2,許可
2016/06/01,14:50:15,水曜日,,,学生,薬学部,,2,入館ゲート1,許可
2016/06/01,14:50:17,水曜日,,,学生,薬学部,,2,入館ゲート2,許可
2016/06/01,14:50:18,水曜日,,,学生,薬学部,,2,入館ゲート1,許可
2016/06/01,14:50:18,水曜日,,,学生,薬学部,,2,入館ゲート2,許可
2016/06/01,14:50:40,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,14:50:54,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,14:50:58,水曜日,,,学生,経済学部,,,入館ゲート1,許可
2016/06/01,14:51:03,水曜日,,,学生,経済学部,,2,入館ゲート2,許可
2016/06/01,14:51:11,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,14:52:08,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,14:52:28,水曜日,,,大学院生,国際文化,,M1,入館ゲート2,許可
2016/06/01,14:53:03,水曜日,,,学生,工学部,,3,入館ゲート2,許可
2016/06/01,14:53:16,水曜日,,,学生,法学部,,4,入館ゲート2,許可
2016/06/01,14:53:45,水曜日,,,大学院生,文学部,,M1,入館ゲート1,許可
2016/06/01,14:54:57,水曜日,,,学生,理学部,,4,入館ゲート2,許可
2016/06/01,14:55:52,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,14:56:01,水曜日,,,大学院生,文学部,,M2,入館ゲート1,許可
2016/06/01,14:56:10,水曜日,,,学生,文学部,,4,入館ゲート2,許可
2016/06/01,14:56:16,水曜日,,,大学院生,文学部,,M1,入館ゲート1,許可
2016/06/01,14:56:17,水曜日,,,大学院生,文学部,,D1,入館ゲート2,許可
2016/06/01,14:56:25,水曜日,,,学生,法学部,,4,入館ゲート1,許可
2016/06/01,14:57:06,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,14:57:38,水曜日,,,大学院生,文学部,,M2,入館ゲート1,許可
2016/06/01,14:57:40,水曜日,,,学生,理学部,,4,入館ゲート2,許可
2016/06/01,14:57:50,水曜日,,,学生,経済学部,,4,入館ゲート2,許可
2016/06/01,14:58:27,水曜日,,,学生,法学部,,3,入館ゲート1,許可
2016/06/01,14:58:28,水曜日,,,学生,文学部,,3,入館ゲート2,許可
2016/06/01,14:59:28,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,14:59:38,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,14:59:40,水曜日,,,大学院生,経済学部,,M1,入館ゲート1,許可
2016/06/01,14:59:41,水曜日,,,大学院生,理学部,入館可,M2,入館ゲート2,許可
2016/06/01,15:00:03,水曜日,,,学生,経済学部,,1,入館ゲート1,許可
2016/06/01,15:01:17,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,15:02:43,水曜日,,,学生,工学部,,3,入館ゲート2,許可
2016/06/01,15:02:54,水曜日,,,学生,文学部,入館可,3,入館ゲート2,許可
2016/06/01,15:03:22,水曜日,,,大学院生,文学部,,D2,入館ゲート1,許可
2016/06/01,15:03:23,水曜日,,,学生,工学部,,3,入館ゲート2,許可
2016/06/01,15:03:49,水曜日,,,学生,法学部,入館可,3,入館ゲート2,許可
2016/06/01,15:03:51,水曜日,,,学生,法学部,,4,入館ゲート1,許可
2016/06/01,15:04:11,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,15:04:17,水曜日,,,学生,工学部,,3,入館ゲート1,許可
2016/06/01,15:04:29,水曜日,,,学生,法学部,,,入館ゲート1,許可
2016/06/01,15:04:33,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,15:06:06,水曜日,,,学生,工学部,,3,入館ゲート2,許可
2016/06/01,15:06:12,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,15:06:12,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,15:06:18,水曜日,,,学生,経済学部,,4,入館ゲート1,許可
2016/06/01,15:06:22,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,15:06:29,水曜日,,,大学院生,教育学部,,M1,入館ゲート1,許可
2016/06/01,15:06:42,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,15:06:55,水曜日,,,大学院生,法学部,,M1,入館ゲート2,許可
2016/06/01,15:07:45,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,15:07:47,水曜日,,,学生,経済学部,,4,入館ゲート2,許可
2016/06/01,15:08:04,水曜日,,,学生,文学部,入館可,4,入館ゲート2,許可
2016/06/01,15:08:06,水曜日,,,学生,経済学部,,1,入館ゲート1,許可
2016/06/01,15:08:19,水曜日,,,学生,文学部,入館可,4,入館ゲート2,許可
2016/06/01,15:08:34,水曜日,,,大学院生,文学部,,D2,入館ゲート2,許可
2016/06/01,15:09:17,水曜日,,,大学院生,文学部,,M2,入館ゲート2,許可
2016/06/01,15:09:20,水曜日,,,大学院生,文学部,,M2,入館ゲート1,許可
2016/06/01,15:09:32,水曜日,,,学生,工学部,,4,入館ゲート2,許可
2016/06/01,15:10:10,水曜日,,,大学院生,経済学部,,M1,入館ゲート1,許可
2016/06/01,15:10:31,水曜日,,,学生,法学部,,3,入館ゲート2,許可
2016/06/01,15:10:48,水曜日,,,学生,経済学部,入館可,3,入館ゲート2,許可
2016/06/01,15:11:01,水曜日,,,学生,経済学部,,4,入館ゲート1,許可
2016/06/01,15:11:05,水曜日,,,大学院生,法学部,,D2,入館ゲート2,許可
2016/06/01,15:11:11,水曜日,,,大学院生,経済学部,,M1,入館ゲート1,許可
2016/06/01,15:12:20,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,15:12:39,水曜日,,,大学院生,経済学部,,M1,入館ゲート2,許可
2016/06/01,15:13:16,水曜日,,,学生,法学部,,3,入館ゲート2,許可
2016/06/01,15:13:42,水曜日,,,学生,法学部,,3,入館ゲート1,許可
2016/06/01,15:14:05,水曜日,,,学生,文学部,,3,入館ゲート1,許可
2016/06/01,15:14:20,水曜日,,,学生,法学部,入館可,4,入館ゲート2,許可
2016/06/01,15:15:02,水曜日,,,学生,薬学部,,2,入館ゲート1,許可
2016/06/01,15:15:19,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,15:15:56,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,15:16:06,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,15:16:08,水曜日,,,学生,工学部,,3,入館ゲート1,許可
2016/06/01,15:16:11,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,15:17:24,水曜日,,,学生,法学部,入館可,3,入館ゲート2,許可
2016/06/01,15:17:45,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,15:19:08,水曜日,,,学生,工学部,,3,入館ゲート2,許可
2016/06/01,15:19:09,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,15:19:44,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,15:20:07,水曜日,,,学生,工学部,,1,入館ゲート2,許可
